,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,1.099373981217355,0.8172987997129059,-0.34292240836535853,-1.3633296611186705,0.3699149789384921,0.17540043016714682,-0.4969470706595082,0.33322595395952703,-0.22333000883764445,0.785396178602257,-0.9538178472546631,-0.37076170197437025,0.6752887808323429,0.7672695689572702,-1.7988164657904426,-0.08781231788433984,0.022548896874285126,1.3395281260107585,0.006762763154598712,0.016992668314958905,0.45800936451573004,-0.160881898952084,-0.783141287276702,0.007605941835436652,0.8390766750795593,-0.18533271344177535,-0.2866860314911059,-0.10758860908804188,0.0839795907449334,0.5758058959185393,0
1,1.5039809277611602,0.955587466548243,0.670081213701116,-1.2378309869176882,2.87058674673983,0.9671527811925315,0.08894944969465178,0.2328150247844954,0.06694054162161082,-1.1062349123407802,0.3422074307900984,1.175755719968672,0.13268080805332033,-0.12478777568998829,-2.7452036543602683,-2.0007016876721666,1.7287301330673281,1.7434619274576055,1.1457506754744442,-1.7915938340919675,-0.2464528361931973,-0.23164909113081195,-0.5053971861969966,0.23004057730094593,0.6370495652590547,0.08941907765361662,-0.18198892366890776,-0.010779103653148006,0.023495352174641968,-0.35322939296682354,0
2,0.7782406443383592,0.9216546244808812,0.5821236598377165,-1.132537228063971,2.891957548515804,0.6800721066337254,-0.17097554421066527,0.12360543876644707,0.05589095351422189,-0.977384186946856,0.3072393071971203,0.995564069453938,-0.510851620358181,-0.7522894311680284,-2.8256616748088708,-1.1078914403497446,2.534508278730188,1.513240085614973,1.9316824513638773,-1.9683860365337045,-0.19563230277916902,-0.187707273997474,-0.6214128511828402,0.15778426252062913,-1.0934967691569744,-0.2880506470772962,-0.2049918934298643,-7.365060044334446e-05,0.05338613052467263,-0.20174190707851442,0
3,0.508088540809137,0.9022179523874847,-0.18785728007854566,-1.2479154725873425,0.32154011079124645,0.18067947063946913,-0.5861432942244821,0.2585637051600865,-0.23605835124531593,0.7774387466224278,-0.8603862086656324,-0.3919758357502673,0.774917032511993,0.9015217212507268,-1.6995319730446485,-0.18891799703286533,-0.0020131090690481564,1.151735011423277,-0.025562318798521153,0.1381214519304098,0.2516364738547418,-0.2193054544166967,-0.6956526454596382,0.12535167476325956,1.032171350777668,-0.1026280884484951,-0.28710635136880075,-0.07845913533935311,0.03493374170494424,0.24460443561271894,0
4,1.4218971410625159,0.9682583131203972,-0.05402724434752971,-1.2107449118835896,0.2665064164393283,0.28070716023115533,-0.5156382592634704,0.17836140608697357,-0.20255969830456547,0.7689968016861344,-0.8418704449517153,-0.3692320282648188,0.8432036919415061,1.024962469558146,-1.7403521722748136,-0.15793360982598886,-0.06827690872230556,1.1838096525723216,-0.14658333682977043,0.10105638025971868,0.07288704612393168,-0.27146654435283263,-0.6116183027230295,0.22105617380234602,0.859136218439871,-0.06028183474934498,-0.25504316173973635,-0.03612342317033064,-0.004256617008801681,-0.03338249745178711,0
5,0.3807512760152164,0.8357394924857655,-0.3218207682471382,-1.3113818830381083,0.3536193031247666,0.14767287921136268,-0.54797691998288,0.3321714037573244,-0.2489187561301339,0.7720492517153095,-0.8900197926574742,-0.4296211251072812,0.7659496145681192,0.9277102794868667,-1.6872640746602037,-0.17651857160275947,0.023105047235032934,1.1344136664751538,0.008048308218065799,0.13189983175975928,0.43642246881958646,-0.16629676527860401,-0.7566777350925505,0.018834130562692245,0.963570844609683,-0.13931896188197118,-0.29660837077002483,-0.11083473628143038,0.07000732493499993,0.5206722873041347,0
6,1.5495923905598425,0.793577373013291,-0.4082964242467464,-1.3454202273344078,0.36994585962368265,0.13641356656756556,-0.4727492467619849,0.3531087078868295,-0.22791617072734116,0.788002143339457,-0.9101499473690684,-0.41279154824289666,0.7038148594057628,0.7797732410887757,-1.6413349687768206,-0.10057287933490296,-0.026881763981072008,1.2085298905125377,-0.06297757410795066,0.03389569336876377,0.5175438794356004,-0.1297674854740968,-0.7714479470381824,-0.023475183947664867,0.8616739716275678,-0.2028445542707196,-0.292274537971035,-0.12344357406654746,0.08731730916379843,0.6742787588752311,0
7,0.9235824339212333,0.9619812117960934,-0.01861751719370671,-1.1058172071566286,0.38380632953827803,0.059446965113697146,-0.9580651334944076,0.25496029482113197,-0.31943631217587337,0.7475735622639421,-0.8862432521140543,-0.23367678177835624,0.9597259506853875,1.140269133620369,-1.9082794212890501,-0.2699886103643668,-0.025634817432153657,1.315447512344077,-0.0749174330217684,0.09429951687437538,0.057898456733079855,-0.2689467780386672,-0.5494090665567769,0.16696192349047026,-0.11273909477652838,-0.08649468098802814,-0.21038601431929035,-0.024834526863912663,-0.009231858175415775,-0.029384411257849154,0
8,0.6352362842894896,0.9620367302029046,-0.06348116201278817,-1.1950931517768189,0.28085965472696733,0.2481316607097069,-0.5462985763379588,0.17927924256715222,-0.20343434684958342,0.7749546212940722,-0.841447945921295,-0.32047434207951137,0.8251081097222915,0.9348527225348975,-1.7188723264482728,-0.1537020266757569,-0.0869923243044467,1.2193446859104389,-0.16168363321894874,0.06762638587495329,0.07324284790411584,-0.2633203493703081,-0.6052400238932757,0.23126644357364753,0.9724365398709993,-0.08599655537369194,-0.2643820897768369,-0.03889472518662512,-0.0006424795564176327,-0.018549597672277318,0
9,1.4603278518693465,0.8493908292211042,-0.2586866443631623,-1.2099851725250332,0.4363409664270059,-0.005424804644209763,-0.8485391277444176,0.3385748196317024,-0.2990328656478302,0.7957006683739052,-0.9302414952525152,-0.30048172101672377,0.7420994665634492,0.742323420193216,-1.7919471230229036,-0.14807336975199728,-0.03516357385999531,1.3909203623460824,-0.07104028163451372,-0.009170716453594754,0.311204362094334,-0.18050537124141502,-0.6591416630407051,0.017927521733795894,-0.2953643666326726,-0.2073462614825111,-0.21450165107934985,-0.07610804262847574,0.0434158471622888,0.415882448161021,0
